Metabolite,RT,MZ,Intensity
0.79_512.1301m/z,0.79,512.1301,2004.80663
0.79_635.0781m/z,0.79,635.0781,32926.19337
0.79_102.0005m/z,0.79,102.0005,1840.588398
0.79_129.9955m/z,0.79,129.9955,4375.911602
0.79_132.0289m/z,0.79,132.0289,98446.81768
0.79_132.8989m/z,0.79,132.8989,4688.30663
0.79_132.9450m/z,0.79,132.945,127.8038674
0.79_135.0286m/z,0.79,135.0286,31072.98343
0.79_150.0547m/z,0.79,150.0547,1411.803867
0.79_156.9241m/z,0.79,156.9241,16957.0663
0.79_188.0012m/z,0.79,188.0012,83.24585635
0.79_191.0551m/z,0.79,191.0551,13701.6989
0.79_213.0276m/z,0.79,213.0276,13795.16851
0.79_230.0123m/z,0.79,230.0123,46158.50276
0.79_312.1089m/z,0.79,312.1089,2565.077348
0.79_381.9214m/z,0.79,381.9214,2239.864641
0.79_434.0276m/z,0.79,434.0276,2123.944751
0.79_455.0067m/z,0.79,455.0067,61971.22376
0.79_503.0759m/z,0.79,503.0759,2089.049724
0.79_533.1088m/z,0.79,533.1088,81732.85083
0.79_622.0440m/z,0.79,622.044,9921.472376
0.79_702.0324m/z,0.79,702.0324,1661.837017
0.79_709.0562m/z,0.79,709.0562,6969.81768
0.80_136.8904m/z,0.8,136.8904,77195.70442
0.80_136.9163m/z,0.8,136.9163,959.4917127
0.80_151.0057m/z,0.8,151.0057,290.7320442
0.80_172.0063m/z,0.8,172.0063,33.6961326
0.80_174.0397m/z,0.8,174.0397,111098.2376
0.80_176.0012m/z,0.8,176.0012,10154.71547
0.80_209.0536m/z,0.8,209.0536,6740.361878
0.80_216.0637m/z,0.8,216.0637,208.2375691
0.80_223.9686m/z,0.8,223.9686,7604.720994
0.80_270.0786m/z,0.8,270.0786,15.43922652
0.80_353.0191m/z,0.8,353.0191,499.859116
0.80_448.9987m/z,0.8,448.9987,20170.01657
0.80_470.9807m/z,0.8,470.9807,4670.574586
0.80_549.0822m/z,0.8,549.0822,16003.3674
0.80_549.1562m/z,0.8,549.1562,167.2569061
0.80_571.1369m/z,0.8,571.1369,233.4889503
0.80_613.0958m/z,0.8,613.0958,81587.40331
0.80_629.0697m/z,0.8,629.0697,18945.40331
0.80_693.0839m/z,0.8,693.0839,19264.1547
0.80_129.0656m/z,0.8,129.0656,521.8563536
0.80_134.8934m/z,0.8,134.8934,260962.8646
0.80_163.0236m/z,0.8,163.0236,786.1740331
0.80_205.9579m/z,0.8,205.9579,6566.88674
0.80_470.8840m/z,0.8,470.884,40.24309392
0.80_607.0876m/z,0.8,607.0876,42964.77901
0.80_687.0743m/z,0.8,687.0743,29449.40055
0.81_103.0386m/z,0.81,103.0386,97266.24033
0.81_157.0606m/z,0.81,157.0606,131234.8646
0.81_160.0239m/z,0.81,160.0239,10818.28453
0.81_175.0713m/z,0.81,175.0713,259029.5
0.81_235.9687m/z,0.81,235.9687,3076.621547
0.81_255.0596m/z,0.81,255.0596,2490952.923
0.81_271.0335m/z,0.81,271.0335,176436.2155
0.81_517.8705m/z,0.81,517.8705,100.9309392
0.81_591.1141m/z,0.81,591.1141,336105.8343
0.81_671.1015m/z,0.81,671.1015,70585.48619
0.81_168.8351m/z,0.81,168.8351,1502.505525
0.81_374.9786m/z,0.81,374.9786,30574.62983
0.81_376.9755m/z,0.81,376.9755,8424.848066
0.82_123.5435m/z,0.82,123.5435,53.24861878
0.82_143.0813m/z,0.82,143.0813,57780.55801
0.82_166.0497m/z,0.82,166.0497,15.33701657
0.82_211.0721m/z,0.82,211.0721,21.5441989
0.82_329.0392m/z,0.82,329.0392,780413.1519
0.82_72.9916m/z,0.82,72.9916,10107.43923
0.82_185.0922m/z,0.82,185.0922,1435.345304
0.82_187.0714m/z,0.82,187.0714,18160.10773
0.82_189.0871m/z,0.82,189.0871,71669.5663
0.82_203.1028m/z,0.82,203.1028,51746.95028
0.82_215.0666m/z,0.82,215.0666,8352463.351
0.82_269.0752m/z,0.82,269.0752,65766.88674
0.82_291.0303m/z,0.82,291.0303,16036.3895
0.82_294.0908m/z,0.82,294.0908,63955.21271
0.82_313.0653m/z,0.82,313.0653,6729186.417
0.82_354.9937m/z,0.82,354.9937,443560.9116
0.82_378.9746m/z,0.82,378.9746,814.1436464
0.82_569.1321m/z,0.82,569.1321,896008.0994
0.82_585.1054m/z,0.82,585.1054,193616.9613
0.82_649.1194m/z,0.82,649.1194,355784.5801
0.82_123.0418m/z,0.82,123.0418,12187.4116
0.82_145.0367m/z,0.82,145.0367,21811.12707
0.82_145.5384m/z,0.82,145.5384,261.3756906
0.82_157.0970m/z,0.82,157.097,18408.55249
0.82_159.1127m/z,0.82,159.1127,43390.36464
0.82_171.0764m/z,0.82,171.0764,125466.9448
0.82_225.0850m/z,0.82,225.085,51444.92265
0.82_233.0774m/z,0.82,233.0774,4475632.917
0.82_247.0932m/z,0.82,247.0932,509162.5939
0.82_261.0726m/z,0.82,261.0726,184045.7818
0.82_273.0728m/z,0.82,273.0728,634355.942
0.82_290.4227m/z,0.82,290.4227,24929.40608
0.82_291.0835m/z,0.82,291.0835,55736736.61
0.82_291.7515m/z,0.82,291.7515,23223.35359
0.82_315.0415m/z,0.82,315.0415,871231.0856
0.82_352.9969m/z,0.82,352.9969,746653.2044
0.82_627.1374m/z,0.82,627.1374,1007526.489
0.82_643.1104m/z,0.82,643.1104,264647.0166
0.82_665.0919m/z,0.82,665.0919,136752.7431
0.83_114.0547m/z,0.83,114.0547,419.0497238
0.83_129.0656m/z,0.83,129.0656,759.0303867
0.83_145.0970m/z,0.83,145.097,64438.93646
0.83_191.0188m/z,0.83,191.0188,2613917.304
0.83_379.0686m/z,0.83,379.0686,6042.770718
0.83_621.1285m/z,0.83,621.1285,256067.4779
0.83_211.0723m/z,0.83,211.0723,19.77348066
0.83_411.0421m/z,0.83,411.0421,377635.3812
0.83_547.1502m/z,0.83,547.1502,1379918.92
0.83_563.1213m/z,0.83,563.1213,142265.6961
0.83_605.1555m/z,0.83,605.1555,2268481.809
0.84_291.1604m/z,0.84,291.1604,491.8646409
0.84_459.1115m/z,0.84,459.1115,5603.516575
0.84_481.0936m/z,0.84,481.0936,74202.92265
0.84_658.0670m/z,0.84,658.067,667745.9669
0.84_674.0403m/z,0.84,674.0403,13422.44199
0.84_489.1449m/z,0.84,489.1449,622104.9116
0.84_645.0866m/z,0.84,645.0866,8528.154696
0.84_647.0850m/z,0.84,647.085,472.9171271
0.84_703.1312m/z,0.84,703.1312,16649.9116
0.84_747.0951m/z,0.84,747.0951,20435.22099
0.85_299.0078m/z,0.85,299.0078,734.0497238
0.85_300.0050m/z,0.85,300.005,334567.8232
0.85_411.0327m/z,0.85,411.0327,389589.7431
0.85_433.0229m/z,0.85,433.0229,1247.138122
0.85_578.0794m/z,0.85,578.0794,171975.2735
0.85_98.9545m/z,0.85,98.9545,62360.44475
0.85_226.9757m/z,0.85,226.9757,2889.48895
0.85_257.0643m/z,0.85,257.0643,71.77624309
0.85_353.0358m/z,0.85,353.0358,120970.7099
0.85_389.0505m/z,0.85,389.0505,373633.884
0.85_511.1266m/z,0.85,511.1266,228028.4033
0.85_660.0728m/z,0.85,660.0728,1073.149171
0.85_680.0492m/z,0.85,680.0492,157291.7017
0.85_689.0894m/z,0.85,689.0894,13942.88122
0.85_725.1126m/z,0.85,725.1126,85312.44199
0.86_146.0445m/z,0.86,146.0445,292.7237569
0.86_224.9790m/z,0.86,224.979,313.2292818
0.86_229.0460m/z,0.86,229.046,16771.70166
0.86_291.1374m/z,0.86,291.1374,5266.604972
0.86_413.0283m/z,0.86,413.0283,248.7569061
0.86_427.0067m/z,0.86,427.0067,21412.79006
0.86_433.0151m/z,0.86,433.0151,13699.97238
0.86_583.1736m/z,0.86,583.1736,5359.218232
0.86_636.0849m/z,0.86,636.0849,105045.9586
0.86_667.1076m/z,0.86,667.1076,41875.5442
0.86_756.0433m/z,0.86,756.0433,39445.75967
0.86_154.0109m/z,0.86,154.0109,365.2734807
0.86_353.0272m/z,0.86,353.0272,24896.11878
0.86_571.1372m/z,0.86,571.1372,165.3756906
0.86_600.0615m/z,0.86,600.0615,617851.4972
0.86_111.0074m/z,0.86,111.0074,141480.8591
0.86_145.0130m/z,0.86,145.013,4765.099448
0.86_164.8349m/z,0.86,164.8349,3352.035912
0.86_505.0928m/z,0.86,505.0928,68945.5221
0.86_564.1212m/z,0.86,564.1212,107.1906077
0.86_698.0376m/z,0.86,698.0376,4499.651934
0.87_248.9780m/z,0.87,248.978,1954.872928
0.87_527.0741m/z,0.87,527.0741,8710.041436
0.87_270.9601m/z,0.87,270.9601,3873.889503
0.87_310.9692m/z,0.87,310.9692,2641.911602
0.87_447.0869m/z,0.87,447.0869,28341.72376
0.88_154.9175m/z,0.88,154.9175,16771.91713
0.88_180.0655m/z,0.88,180.0655,17197.29558
0.88_201.8011m/z,0.88,201.8011,731.4116022
0.88_216.9086m/z,0.88,216.9086,1497.878453
0.88_243.0619m/z,0.88,243.0619,9954.151934
0.88_279.0387m/z,0.88,279.0387,24330.14917
0.88_433.0237m/z,0.88,433.0237,19684.20166
0.88_463.9536m/z,0.88,463.9536,13666.6326
0.89_155.8644m/z,0.89,155.8644,1718.632597
0.89_199.8013m/z,0.89,199.8013,1.563535912
0.89_281.0361m/z,0.89,281.0361,6331.325967
0.89_151.0249m/z,0.89,151.0249,7976.610497
0.89_260.0232m/z,0.89,260.0232,14741.01934
0.89_558.7285m/z,0.89,558.7285,2442.372928
0.90_89.0229m/z,0.9,89.0229,356569.8232
0.90_113.0230m/z,0.9,113.023,4456.646409
0.90_128.0340m/z,0.9,128.034,26722.59669
0.90_129.0180m/z,0.9,129.018,22266.40608
0.90_146.0446m/z,0.9,146.0446,281.0828729
0.90_189.0395m/z,0.9,189.0395,9194.814917
0.90_214.0174m/z,0.9,214.0174,193.878453
0.90_241.0118m/z,0.9,241.0118,630.6022099
0.90_252.9794m/z,0.9,252.9794,2264.734807
0.90_301.1305m/z,0.9,301.1305,458.5027624
0.90_356.9983m/z,0.9,356.9983,251.1132597
0.90_384.0466m/z,0.9,384.0466,3490.643646
0.90_445.0922m/z,0.9,445.0922,108.7541436
0.90_446.0467m/z,0.9,446.0467,286.4889503
0.90_559.2293m/z,0.9,559.2293,1207.530387
0.90_560.1726m/z,0.9,560.1726,114.8259669
0.90_582.1546m/z,0.9,582.1546,1611.585635
0.90_640.1597m/z,0.9,640.1597,1260.342541
0.90_688.8219m/z,0.9,688.8219,171.4751381
0.90_708.3799m/z,0.9,708.3799,3310.59116
0.90_88.0388m/z,0.9,88.0388,3545.944751
0.90_99.0073m/z,0.9,99.0073,1131.243094
0.90_108.0441m/z,0.9,108.0441,529.4834254
0.90_124.9901m/z,0.9,124.9901,1083.207182
0.90_130.0497m/z,0.9,130.0497,13277.47238
0.90_130.0861m/z,0.9,130.0861,44523.24309
0.90_138.0548m/z,0.9,138.0548,4530.563536
0.90_141.0657m/z,0.9,141.0657,923.480663
0.90_146.9818m/z,0.9,146.9818,5943.046961
0.90_151.0582m/z,0.9,151.0582,6.994475138
0.90_160.0603m/z,0.9,160.0603,1759.069061
0.90_161.0443m/z,0.9,161.0443,2788.035912
0.90_164.0706m/z,0.9,164.0706,82440.49171
0.90_165.0406m/z,0.9,165.0406,15645.48343
0.90_173.0081m/z,0.9,173.0081,29141.37845
0.90_175.0236m/z,0.9,175.0236,540.2154696
0.90_181.0357m/z,0.9,181.0357,19255.99448
0.90_182.0270m/z,0.9,182.027,1703.60221
0.90_182.0448m/z,0.9,182.0448,14566.20994
0.90_188.0012m/z,0.9,188.0012,837.5331492
0.90_190.0499m/z,0.9,190.0499,688.4696133
0.90_197.0670m/z,0.9,197.067,8809.737569
0.90_202.0712m/z,0.9,202.0712,255.7624309
0.90_215.1025m/z,0.9,215.1025,524.0138122
0.90_216.0869m/z,0.9,216.0869,124.8646409
0.90_219.0766m/z,0.9,219.0766,1129.428177
0.90_221.0660m/z,0.9,221.066,3128.599448
0.90_229.1552m/z,0.9,229.1552,2275.276243
0.90_232.0280m/z,0.9,232.028,1205.292818
0.90_245.1139m/z,0.9,245.1139,3195.033149
0.90_252.0542m/z,0.9,252.0542,324.5331492
0.90_264.0547m/z,0.9,264.0547,43.57734807
0.90_269.0600m/z,0.9,269.06,617.9254144
0.90_293.0542m/z,0.9,293.0542,6403.872928
0.90_317.1252m/z,0.9,317.1252,647.9751381
0.90_326.0882m/z,0.9,326.0882,68270.98619
0.90_348.0519m/z,0.9,348.0519,2179.063536
0.90_349.0164m/z,0.9,349.0164,501.8093923
0.90_352.1107m/z,0.9,352.1107,18.65745856
0.90_356.0986m/z,0.9,356.0986,3621.392265
0.90_386.0433m/z,0.9,386.0433,740.1325967
0.90_424.0658m/z,0.9,424.0658,695.8646409
0.90_456.0089m/z,0.9,456.0089,171.7872928
0.90_552.2786m/z,0.9,552.2786,1949.756906
0.90_653.1828m/z,0.9,653.1828,1323.527624
0.90_688.3225m/z,0.9,688.3225,237.0469613
0.91_144.0442m/z,0.91,144.0442,1858.917127
0.91_147.0439m/z,0.91,147.0439,3085.110497
0.91_198.9239m/z,0.91,198.9239,8539.071823
0.91_200.9209m/z,0.91,200.9209,5114.082873
0.91_203.9964m/z,0.91,203.9964,9298.588398
0.91_211.0829m/z,0.91,211.0829,5620.737569
0.91_214.9877m/z,0.91,214.9877,41.8480663
0.91_220.0279m/z,0.91,220.0279,4934.477901
0.91_222.9911m/z,0.91,222.9911,675.1519337
0.91_225.0625m/z,0.91,225.0625,308.339779
0.91_234.0071m/z,0.91,234.0071,4085.624309
0.91_277.0860m/z,0.91,277.086,627.8977901
0.91_313.1340m/z,0.91,313.134,675.1767956
0.91_348.0698m/z,0.91,348.0698,247.3232044
0.91_349.1106m/z,0.91,349.1106,977.4585635
0.91_357.1020m/z,0.91,357.102,170.6491713
0.91_362.0647m/z,0.91,362.0647,306.820442
0.91_365.1353m/z,0.91,365.1353,4362.281768
0.91_374.1466m/z,0.91,374.1466,2142.267956
0.91_393.0602m/z,0.91,393.0602,52.0801105
0.91_395.0582m/z,0.91,395.0582,49.68232044
0.91_442.0050m/z,0.91,442.005,144.7569061
0.91_115.0387m/z,0.91,115.0387,34884.56906
0.91_117.0168m/z,0.91,117.0168,12.37569061
0.91_147.0650m/z,0.91,147.065,898.6187845
0.91_160.0238m/z,0.91,160.0238,1100.063536
0.91_176.0012m/z,0.91,176.0012,2992.516575
0.91_225.9785m/z,0.91,225.9785,3830.958564
0.91_249.0432m/z,0.91,249.0432,715.179558
0.91_273.9718m/z,0.91,273.9718,2429.994475
0.91_341.9997m/z,0.91,341.9997,924476.7431
0.91_356.9987m/z,0.91,356.9987,115.2099448
0.91_401.9533m/z,0.91,401.9533,533487.9392
0.91_218.1027m/z,0.91,218.1027,29207.14917
0.91_223.9687m/z,0.91,223.9687,2001.814917
0.91_350.9744m/z,0.91,350.9744,4104.226519
0.91_403.9502m/z,0.91,403.9502,90638.44751
0.92_174.9889m/z,0.92,174.9889,207.980663
0.92_216.9805m/z,0.92,216.9805,1970.621547
0.92_219.9737m/z,0.92,219.9737,9261.281768
0.92_527.0913m/z,0.92,527.0913,8387.400552
0.92_87.0436m/z,0.92,87.0436,156.2513812
0.92_129.9956m/z,0.92,129.9956,1832.149171
0.92_172.0798m/z,0.92,172.0798,7766.814917
0.92_204.0328m/z,0.92,204.0328,5879.983425
0.92_227.9966m/z,0.92,227.9966,12509.90884
0.92_375.0169m/z,0.92,375.0169,8069.18232
0.93_181.0496m/z,0.93,181.0496,19893.64365
0.93_255.0129m/z,0.93,255.0129,217528.8564
0.93_271.0250m/z,0.93,271.025,262584.1602
0.93_321.9661m/z,0.93,321.9661,215934.2707
0.93_336.9976m/z,0.93,336.9976,2234.439227
0.93_357.9963m/z,0.93,357.9963,206.4254144
0.93_95.9508m/z,0.93,95.9508,3177.643646
0.93_148.8625m/z,0.93,148.8625,3860.179558
0.93_161.9855m/z,0.93,161.9855,900.1104972
0.93_201.8013m/z,0.93,201.8013,1398.259669
0.93_225.0488m/z,0.93,225.0488,2634.226519
0.93_238.0521m/z,0.93,238.0521,9.370165746
0.93_291.0374m/z,0.93,291.0374,13087.44199
0.93_340.0002m/z,0.93,340.0002,30022.72099
0.93_447.0871m/z,0.93,447.0871,3457.480663
0.94_123.0075m/z,0.94,123.0075,789.6270718
0.94_217.0362m/z,0.94,217.0362,1165.220994
0.94_258.0076m/z,0.94,258.0076,893.1298343
0.94_379.0340m/z,0.94,379.034,538
0.94_520.0743m/z,0.94,520.0743,225170.5773
0.94_103.0387m/z,0.94,103.0387,111896.8674
0.94_153.8674m/z,0.94,153.8674,10746.62707
0.94_212.9397m/z,0.94,212.9397,2671.08011
0.94_214.9368m/z,0.94,214.9368,1353.422652
0.94_315.0160m/z,0.94,315.016,1270.646409
0.94_622.0435m/z,0.94,622.0435,100703.4171
0.95_160.9974m/z,0.95,160.9974,2505.51105
0.95_172.8295m/z,0.95,172.8295,216.2348066
0.95_195.8100m/z,0.95,195.81,42255.34807
0.95_234.0745m/z,0.95,234.0745,22.19337017
0.95_257.0642m/z,0.95,257.0642,3523.475138
0.95_328.9836m/z,0.95,328.9836,13936.1105
0.95_453.8949m/z,0.95,453.8949,2699.116022
0.95_534.1118m/z,0.95,534.1118,629.5718232
0.95_542.0563m/z,0.95,542.0563,201221.3232
0.95_710.9793m/z,0.95,710.9793,52788.91713
0.95_155.8644m/z,0.95,155.8644,5814.883978
0.95_198.8076m/z,0.95,198.8076,28.16574586
0.95_356.9985m/z,0.95,356.9985,169.0635359
0.95_453.1215m/z,0.95,453.1215,72480.53315
0.95_505.1099m/z,0.95,505.1099,10641.67127
0.95_688.9968m/z,0.95,688.9968,164934.768
0.95_188.9855m/z,0.95,188.9855,1637.624309
0.96_156.8943m/z,0.96,156.8943,1418.941989
0.96_161.0807m/z,0.96,161.0807,4305.883978
0.96_176.0376m/z,0.96,176.0376,1073.483425
0.96_190.0903m/z,0.96,190.0903,13.8839779
0.96_301.0084m/z,0.96,301.0084,14476.01381
0.96_370.0777m/z,0.96,370.0777,11142.89503
0.96_564.0383m/z,0.96,564.0383,7376.88674
0.96_85.0279m/z,0.96,85.0279,189.961326
0.96_129.0657m/z,0.96,129.0657,2492.389503
0.96_175.0431m/z,0.96,175.0431,2523.823204
0.96_203.0668m/z,0.96,203.0668,15603.68785
0.96_317.0458m/z,0.96,317.0458,564.6381215
0.96_331.0459m/z,0.96,331.0459,3044.657459
0.96_375.0195m/z,0.96,375.0195,4500.292818
0.96_379.0338m/z,0.96,379.0338,381.3618785
0.96_630.9912m/z,0.96,630.9912,69814.05525
0.97_145.0494m/z,0.97,145.0494,3606.707182
0.97_218.9962m/z,0.97,218.9962,692.6132597
0.97_238.0523m/z,0.97,238.0523,10.86464088
0.97_239.0102m/z,0.97,239.0102,4849.718232
0.97_324.0722m/z,0.97,324.0722,5515.933702
0.97_331.0609m/z,0.97,331.0609,11700.98895
0.97_595.3205m/z,0.97,595.3205,42632.14917
0.97_666.3577m/z,0.97,666.3577,22184.26796
0.97_133.0323m/z,0.97,133.0323,2668.535912
0.97_157.0607m/z,0.97,157.0607,448784.5138
0.97_175.0714m/z,0.97,175.0714,817762.9337
0.97_183.0150m/z,0.97,183.015,2840.68232
0.97_194.0450m/z,0.97,194.045,5591.262431
0.97_196.0219m/z,0.97,196.0219,954.1961326
0.97_204.0329m/z,0.97,204.0329,976.5359116
0.97_312.9830m/z,0.97,312.983,20783.07459
0.97_320.9968m/z,0.97,320.9968,4043.207182
0.97_347.0029m/z,0.97,347.0029,455958.2376
0.97_348.9983m/z,0.97,348.9983,144542.7514
0.97_367.0370m/z,0.97,367.037,15255.97514
0.97_481.0968m/z,0.97,481.0968,8293.196133
0.97_497.0976m/z,0.97,497.0976,15802.76796
0.97_539.0548m/z,0.97,539.0548,2841.140884
0.97_541.0511m/z,0.97,541.0511,655.8922652
0.97_570.0670m/z,0.97,570.067,4863.530387
0.98_116.0492m/z,0.98,116.0492,25555.39227
0.98_123.0075m/z,0.98,123.0075,956.0939227
0.98_142.0649m/z,0.98,142.0649,11142.46409
0.98_177.0215m/z,0.98,177.0215,2245.80663
0.98_185.0558m/z,0.98,185.0558,12901.23481
0.98_203.0818m/z,0.98,203.0818,622221.9751
0.98_205.0883m/z,0.98,205.0883,1384.544199
0.98_239.0588m/z,0.98,239.0588,6200.743094
0.98_240.0039m/z,0.98,240.0039,1557.878453
0.98_261.0411m/z,0.98,261.0411,70983.09669
0.98_263.0381m/z,0.98,263.0381,19871.46961
0.98_299.1247m/z,0.98,299.1247,1207.69337
0.98_314.9800m/z,0.98,314.98,12443.72928
0.98_318.9997m/z,0.98,318.9997,8591.779006
0.98_429.1542m/z,0.98,429.1542,11715.02486
0.98_431.1394m/z,0.98,431.1394,20713.77901
0.98_487.1132m/z,0.98,487.1132,11287.01934
0.98_490.0792m/z,0.98,490.0792,17069.46961
0.98_534.1117m/z,0.98,534.1117,66.63259669
0.98_117.0429m/z,0.98,117.0429,14.76243094
0.98_170.1175m/z,0.98,170.1175,123.7762431
0.98_225.0487m/z,0.98,225.0487,4193.928177
0.98_271.0700m/z,0.98,271.07,35939.33425
0.98_417.1095m/z,0.98,417.1095,7980.726519
0.99_159.0915m/z,0.99,159.0915,1781.524862
0.99_225.0642m/z,0.99,225.0642,1460.038674
0.99_241.9992m/z,0.99,241.9992,534360.9503
0.99_274.0027m/z,0.99,274.0027,4851.38674
0.99_438.2132m/z,0.99,438.2132,3395.016575
0.99_164.0341m/z,0.99,164.0341,841.3729282
0.99_295.0310m/z,0.99,295.031,3289.582873
0.99_323.0120m/z,0.99,323.012,2477.491713
0.99_323.0411m/z,0.99,323.0411,2925.187845
0.99_356.9984m/z,0.99,356.9984,31.75414365
0.99_404.2187m/z,0.99,404.2187,196.0828729
1.00_150.0548m/z,1,150.0548,7027.116022
1.00_232.0082m/z,1,232.0082,6140.941989
1.00_241.9761m/z,1,241.9761,2484.596685
1.00_283.9940m/z,1,283.994,67999.04144
1.00_575.0145m/z,1,575.0145,486.7845304
1.00_117.0430m/z,1,117.043,42.93093923
1.00_180.0597m/z,1,180.0597,4865.574586
1.00_230.0124m/z,1,230.0124,172225.884
1.00_246.0074m/z,1,246.0074,17326.03039
1.00_287.9714m/z,1,287.9714,3133.226519
1.00_383.0983m/z,1,383.0983,101.0248619
1.00_428.0741m/z,1,428.0741,251.7928177
1.00_486.0797m/z,1,486.0797,3035.828729
1.00_508.0613m/z,1,508.0613,377.0220994
1.00_596.9964m/z,1,596.9964,865.0635359
1.00_107.0362m/z,1,107.0362,128.8259669
1.00_154.8675m/z,1,154.8675,14.79834254
1.00_163.8382m/z,1,163.8382,13.73480663
1.00_166.0497m/z,1,166.0497,729.2845304
1.00_170.8826m/z,1,170.8826,601.3425414
1.00_217.0320m/z,1,217.032,16.43922652
1.00_483.0145m/z,1,483.0145,1764.632597
1.00_517.0088m/z,1,517.0088,438.4475138
1.01_155.8644m/z,1.01,155.8644,1070.262431
1.01_289.9682m/z,1.01,289.9682,403.3093923
1.01_463.9436m/z,1.01,463.9436,2436.027624
1.01_508.2887m/z,1.01,508.2887,31575.89503
1.01_209.0672m/z,1.01,209.0672,2168.364641
1.01_291.0368m/z,1.01,291.0368,1927.958564
1.01_566.2470m/z,1.01,566.247,688.1381215
1.01_658.0673m/z,1.01,658.0673,2595.712707
1.02_116.0433m/z,1.02,116.0433,10.22099448
1.02_172.0063m/z,1.02,172.0063,7824.389503
1.02_227.9966m/z,1.02,227.9966,4812.643646
1.02_328.9837m/z,1.02,328.9837,2830.339779
1.02_257.8190m/z,1.02,257.819,21542.74862
1.02_564.0381m/z,1.02,564.0381,11007.59669
1.03_154.8973m/z,1.03,154.8973,20873.35635
1.03_156.8943m/z,1.03,156.8943,9096.798343
1.03_219.8448m/z,1.03,219.8448,9068.074586
1.03_225.0487m/z,1.03,225.0487,2478.955801
1.03_255.8220m/z,1.03,255.822,21895.22376
1.03_462.0695m/z,1.03,462.0695,10646.26243
1.03_170.8320m/z,1.03,170.832,1350.179558
1.03_172.8291m/z,1.03,172.8291,2006.027624
1.03_242.0123m/z,1.03,242.0123,5365.348066
1.03_248.9958m/z,1.03,248.9958,24769.57735
1.03_260.0232m/z,1.03,260.0232,18535.25414
1.03_389.9537m/z,1.03,389.9537,2859.013812
1.04_165.0418m/z,1.04,165.0418,75.87292818
1.04_188.0014m/z,1.04,188.0014,7480.337017
1.04_317.9817m/z,1.04,317.9817,106.3563536
1.04_197.0535m/z,1.04,197.0535,816370.0746
1.04_204.0329m/z,1.04,204.0329,986.6574586
1.04_217.0321m/z,1.04,217.0321,6.643646409
1.04_143.0701m/z,1.04,143.0701,2183.071823
1.04_145.0494m/z,1.04,145.0494,4722.607735
1.04_170.8826m/z,1.04,170.8826,1894.654696
1.04_172.9976m/z,1.04,172.9976,527.7541436
1.04_259.1298m/z,1.04,259.1298,20158.35635
1.04_281.1119m/z,1.04,281.1119,1382.287293
1.04_328.9838m/z,1.04,328.9838,2441.660221
1.04_383.9664m/z,1.04,383.9664,42583.1768
1.05_95.9508m/z,1.05,95.9508,323.218232
1.05_295.1395m/z,1.05,295.1395,453.0027624
1.05_389.9540m/z,1.05,389.954,2691.074586
1.06_219.9737m/z,1.06,219.9737,1317.019337
1.06_250.9930m/z,1.06,250.993,1046.582873
1.06_333.0527m/z,1.06,333.0527,77.66298343
1.06_411.9826m/z,1.06,411.9826,5395.226519
1.06_484.0517m/z,1.06,484.0517,3744.406077
1.06_564.0387m/z,1.06,564.0387,7087.41989
1.06_194.0451m/z,1.06,194.0451,7003.190608
1.07_87.0436m/z,1.07,87.0436,2535.240331
1.07_150.0548m/z,1.07,150.0548,7204.837017
1.07_216.9807m/z,1.07,216.9807,1905.773481
1.07_261.0074m/z,1.07,261.0074,899.7983425
1.07_536.1342m/z,1.07,536.1342,592.0883978
1.07_131.0701m/z,1.07,131.0701,1310.690608
1.07_157.0495m/z,1.07,157.0495,376.9254144
1.07_182.0271m/z,1.07,182.0271,1585.712707
1.07_295.0310m/z,1.07,295.031,2717.837017
1.08_119.9457m/z,1.08,119.9457,2452.914365
1.08_206.9961m/z,1.08,206.9961,2484.237569
1.08_311.0706m/z,1.08,311.0706,946.9254144
1.08_136.9311m/z,1.08,136.9311,1231.441989
1.08_175.0133m/z,1.08,175.0133,6487.5
1.08_225.0487m/z,1.08,225.0487,9488.966851
1.08_226.9553m/z,1.08,226.9553,273.0165746
1.08_228.9524m/z,1.08,228.9524,85.71270718
1.08_240.0039m/z,1.08,240.0039,3828.450276
1.08_299.1034m/z,1.08,299.1034,264.859116
1.08_135.0439m/z,1.08,135.0439,2657.279006
1.08_163.0389m/z,1.08,163.0389,1354.093923
1.08_181.0497m/z,1.08,181.0497,40097.31768
1.08_239.0089m/z,1.08,239.0089,3277.071823
1.09_117.0544m/z,1.09,117.0544,59082.8232
1.09_462.0697m/z,1.09,462.0697,2233.245856
1.09_188.0343m/z,1.09,188.0343,928.5828729
1.09_202.0325m/z,1.09,202.0325,3059.082873
1.09_237.0140m/z,1.09,237.014,289.8425414
1.10_144.0442m/z,1.1,144.0442,2814.198895
1.10_188.9854m/z,1.1,188.9854,455.5276243
1.10_119.0489m/z,1.1,119.0489,677.8370166
1.10_198.0221m/z,1.1,198.0221,723.2016575
