Metabolite,RT,MZ,Intensity
9.46_225.1391m/z,9.46,225.1391,210.9364641
9.46_409.0347m/z,9.46,409.0347,3345.801105
9.46_411.0318m/z,9.46,411.0318,576.3176796
9.46_579.2184m/z,9.46,579.2184,3891.662983
9.46_601.1998m/z,9.46,601.1998,1711.063536
9.46_127.0137m/z,9.46,127.0137,517
9.46_179.1431m/z,9.46,179.1431,5900.433702
9.46_223.1334m/z,9.46,223.1334,85048.13536
9.46_267.1239m/z,9.46,267.1239,738936.1713
9.46_269.1291m/z,9.46,269.1291,10193.42818
9.46_289.1058m/z,9.46,289.1058,77227.57459
9.46_325.0824m/z,9.46,325.0824,27157.78177
9.46_335.1114m/z,9.46,335.1114,24529.74309
9.46_341.0474m/z,9.46,341.0474,5273.18232
9.46_343.0443m/z,9.46,343.0443,1300.466851
9.46_347.0644m/z,9.46,347.0644,18534.8011
9.46_351.0763m/z,9.46,351.0763,20843.18232
9.46_357.0933m/z,9.46,357.0933,32776.18508
9.46_359.0982m/z,9.46,359.0982,99.39226519
9.46_415.0519m/z,9.46,415.0519,4628.049724
9.46_417.0488m/z,9.46,417.0488,836.0082873
9.46_419.0640m/z,9.46,419.064,17176.20166
9.46_425.0808m/z,9.46,425.0808,11857.74309
9.46_477.3218m/z,9.46,477.3218,1849.89779
9.46_487.0509m/z,9.46,487.0509,6983.069061
9.46_493.0678m/z,9.46,493.0678,2430.59116
9.46_557.2366m/z,9.46,557.2366,7710.176796
9.46_573.2012m/z,9.46,573.2012,758.538674
9.46_595.1829m/z,9.46,595.1829,854.2375691
9.47_245.1156m/z,9.47,245.1156,4148.925414
9.47_269.1756m/z,9.47,269.1756,5013.48895
9.47_291.1111m/z,9.47,291.1111,541.9502762
9.47_305.0801m/z,9.47,305.0801,968.9723757
9.47_375.1634m/z,9.47,375.1634,165.4502762
9.47_446.2913m/z,9.47,446.2913,381.4723757
9.48_94.9237m/z,9.48,94.9237,813.5856354
9.48_329.1971m/z,9.48,329.1971,6508.279006
9.48_332.1825m/z,9.48,332.1825,1168.712707
9.48_377.1584m/z,9.48,377.1584,8131.455801
9.48_665.3747m/z,9.48,665.3747,8234.632597
9.49_327.1639m/z,9.49,327.1639,1863.077348
9.49_331.1763m/z,9.49,331.1763,3352.563536
9.49_331.6780m/z,9.49,331.678,919.5524862
9.49_315.1968m/z,9.49,315.1968,1582.140884
9.49_369.1741m/z,9.49,369.1741,1084.342541
9.49_383.1840m/z,9.49,383.184,55.0801105
9.49_479.0307m/z,9.49,479.0307,4287.585635
9.49_481.0275m/z,9.49,481.0275,2701.303867
9.49_549.3066m/z,9.49,549.3066,4117.077348
9.50_279.1273m/z,9.5,279.1273,51.00828729
9.50_729.7753m/z,9.5,729.7753,1267.939227
9.50_178.9420m/z,9.5,178.942,4326.593923
9.50_238.9314m/z,9.5,238.9314,1785.267956
9.50_277.1809m/z,9.5,277.1809,3804.345304
9.50_311.2229m/z,9.5,311.2229,5487.033149
9.50_347.0437m/z,9.5,347.0437,2045.267956
9.50_663.3599m/z,9.5,663.3599,11273.33149
9.51_481.2807m/z,9.51,481.2807,19242.82044
9.52_343.2126m/z,9.52,343.2126,2321.196133
9.52_507.1929m/z,9.52,507.1929,398.9392265
9.52_533.3328m/z,9.52,533.3328,711.3314917
9.52_287.2014m/z,9.52,287.2014,2645.273481
9.52_510.2314m/z,9.52,510.2314,8219
9.52_587.1640m/z,9.52,587.164,17113.37569
9.52_607.1486m/z,9.52,607.1486,4217.674033
9.52_613.1570m/z,9.52,613.157,2586.480663
9.52_665.1800m/z,9.52,665.18,9377.566298
9.52_232.9144m/z,9.52,232.9144,1098.665746
9.52_283.1088m/z,9.52,283.1088,3299
9.52_507.2236m/z,9.52,507.2236,1352159.138
9.52_529.2055m/z,9.52,529.2055,205731.232
9.52_581.1470m/z,9.52,581.147,3446.712707
9.52_591.1757m/z,9.52,591.1757,16911.73481
9.52_597.1928m/z,9.52,597.1928,31382.15746
9.52_655.1513m/z,9.52,655.1513,3100.848066
9.52_681.1443m/z,9.52,681.1443,5892.149171
9.53_659.1630m/z,9.53,659.163,6375.953039
9.53_237.1492m/z,9.53,237.1492,3002.665746
9.53_279.1274m/z,9.53,279.1274,22.05248619
9.53_519.3173m/z,9.53,519.3173,14164.87569
9.54_285.1858m/z,9.54,285.1858,691.3563536
9.54_515.1215m/z,9.54,515.1215,8419.185083
9.54_581.2403m/z,9.54,581.2403,29780.1105
9.54_313.2022m/z,9.54,313.2022,17134.38398
9.55_253.1442m/z,9.55,253.1442,870.4281768
9.55_224.1651m/z,9.55,224.1651,2691.436464
9.55_283.1916m/z,9.55,283.1916,1129.889503
9.55_447.1345m/z,9.55,447.1345,247889.2293
9.56_213.1489m/z,9.56,213.1489,4859.09116
9.56_315.2179m/z,9.56,315.2179,11188.13812
9.56_333.2072m/z,9.56,333.2072,4770.969613
9.56_353.8265m/z,9.56,353.8265,809.7845304
9.56_495.0432m/z,9.56,495.0432,627.7458564
9.56_307.1165m/z,9.56,307.1165,19337.26796
9.56_343.2128m/z,9.56,343.2128,6153.353591
9.56_401.1945m/z,9.56,401.1945,115.7955801
9.56_493.0461m/z,9.56,493.0461,1289.685083
9.56_238.9314m/z,9.56,238.9314,1755.209945
9.57_195.1382m/z,9.57,195.1382,58229.16575
9.57_239.1286m/z,9.57,239.1286,66479.32873
9.57_379.2493m/z,9.57,379.2493,3576.486188
9.57_139.0388m/z,9.57,139.0388,1338.524862
9.57_271.0952m/z,9.57,271.0952,1434.814917
9.57_333.0658m/z,9.57,333.0658,409.0662983
9.57_729.7755m/z,9.57,729.7755,1757.107735
9.58_159.1167m/z,9.58,159.1167,80.45027624
9.58_261.0662m/z,9.58,261.0662,171.4309392
9.58_281.6252m/z,9.58,281.6252,58.17955801
9.58_327.2179m/z,9.58,327.2179,9897.837017
9.58_437.2911m/z,9.58,437.2911,48507.60221
9.58_449.2441m/z,9.58,449.2441,3693.019337
9.58_487.2733m/z,9.58,487.2733,5711.066298
9.58_521.2429m/z,9.58,521.2429,732.4502762
9.58_729.2739m/z,9.58,729.2739,4015.687845
9.58_157.1011m/z,9.58,157.1011,78.40883978
9.58_160.9757m/z,9.58,160.9757,5187.259669
9.58_203.1069m/z,9.58,203.1069,235.1685083
9.58_281.1757m/z,9.58,281.1757,3803.441989
9.58_297.0875m/z,9.58,297.0875,2295.29558
9.58_459.2731m/z,9.58,459.2731,25238.98895
9.59_305.1759m/z,9.59,305.1759,2319.585635
9.59_311.1854m/z,9.59,311.1854,196.0801105
9.59_515.1217m/z,9.59,515.1217,3770.439227
9.59_527.2601m/z,9.59,527.2601,2625.743094
9.60_215.1647m/z,9.6,215.1647,3321.665746
9.60_449.1739m/z,9.6,449.1739,1086.494475
9.60_459.2027m/z,9.6,459.2027,8410.78453
9.60_481.2809m/z,9.6,481.2809,148229.4392
9.60_524.0885m/z,9.6,524.0885,4836.058011
9.60_526.0854m/z,9.6,526.0854,3341.660221
9.60_539.2391m/z,9.6,539.2391,3989.497238
9.60_549.2682m/z,9.6,549.2682,13570.10221
9.60_238.9314m/z,9.6,238.9314,2162.411602
9.60_397.2055m/z,9.6,397.2055,11923.87293
9.60_465.1685m/z,9.6,465.1685,2693.383978
9.60_475.1975m/z,9.6,475.1975,7881.453039
9.61_489.3589m/z,9.61,489.3589,1776.21547
9.61_142.9950m/z,9.61,142.995,7296.312155
9.62_241.1806m/z,9.62,241.1806,5408.143646
9.62_611.3799m/z,9.62,611.3799,11677.67403
9.62_237.0764m/z,9.62,237.0764,2112.425414
9.62_395.2075m/z,9.62,395.2075,172.0359116
9.64_473.1689m/z,9.64,473.1689,1520.107735
9.64_584.3569m/z,9.64,584.3569,1723.773481
9.64_189.1276m/z,9.64,189.1276,8425.90884
9.64_285.2224m/z,9.64,285.2224,3448.458564
9.64_329.2125m/z,9.64,329.2125,33187.51105
9.64_383.1995m/z,9.64,383.1995,6835.320442
9.64_405.1815m/z,9.64,405.1815,12277.3011
9.64_415.2105m/z,9.64,415.2105,36287.37845
9.64_501.3224m/z,9.64,501.3224,69.8038674
9.64_503.3228m/z,9.64,503.3228,4072.560773
9.64_513.2192m/z,9.64,513.2192,148.8425414
9.64_527.2601m/z,9.64,527.2601,1475.701657
9.65_233.1179m/z,9.65,233.1179,11793.79282
9.65_317.2121m/z,9.65,317.2121,6.961325967
9.65_391.2857m/z,9.65,391.2857,129586.8867
9.65_427.2618m/z,9.65,427.2618,7885.593923
9.65_449.2440m/z,9.65,449.244,1631.803867
9.66_324.9467m/z,9.66,324.9467,4452.660221
9.66_393.2919m/z,9.66,393.2919,1198.527624
9.66_269.1760m/z,9.66,269.176,2852.955801
9.67_389.2699m/z,9.67,389.2699,2019.276243
9.67_397.2055m/z,9.67,397.2055,202.6243094
9.67_257.1757m/z,9.67,257.1757,1011.574586
9.67_377.2104m/z,9.67,377.2104,999.1906077
9.67_581.2967m/z,9.67,581.2967,2173.969613
9.68_170.9433m/z,9.68,170.9433,624.7872928
9.68_298.0699m/z,9.68,298.0699,1578.823204
9.68_397.2495m/z,9.68,397.2495,298.6823204
9.68_435.2753m/z,9.68,435.2753,1595.030387
9.68_496.0935m/z,9.68,496.0935,1592.560773
9.68_498.0903m/z,9.68,498.0903,1036.441989
9.68_160.9757m/z,9.68,160.9757,5764.676796
9.68_178.9420m/z,9.68,178.942,14821.09392
9.68_327.2179m/z,9.68,327.2179,1226.867403
9.68_431.2205m/z,9.68,431.2205,16643.79006
9.68_657.3321m/z,9.68,657.3321,274.8563536
9.69_237.0764m/z,9.69,237.0764,1033.218232
9.69_347.0437m/z,9.69,347.0437,23502.32044
9.69_369.2283m/z,9.69,369.2283,2525.331492
9.69_395.2440m/z,9.69,395.244,33477.15746
9.69_454.9046m/z,9.69,454.9046,4381.977901
9.69_243.1599m/z,9.69,243.1599,2141.240331
9.69_333.2074m/z,9.69,333.2074,3195.928177
9.69_465.1686m/z,9.69,465.1686,722.6298343
9.70_306.9196m/z,9.7,306.9196,1524.353591
9.70_238.9315m/z,9.7,238.9315,2550.668508
9.70_261.0663m/z,9.7,261.0663,225.4060773
9.70_584.3574m/z,9.7,584.3574,28618.35912
9.71_271.0953m/z,9.71,271.0953,1860.892265
9.71_311.1844m/z,9.71,311.1844,3435.044199
9.71_419.1394m/z,9.71,419.1394,68.20718232
9.71_427.2163m/z,9.71,427.2163,1620.900552
9.71_475.1975m/z,9.71,475.1975,2001.781768
9.71_128.0340m/z,9.71,128.034,366.7265193
9.71_159.1168m/z,9.71,159.1168,621.6933702
9.71_243.1963m/z,9.71,243.1963,27742.33425
9.71_333.0657m/z,9.71,333.0657,544.0497238
9.71_347.1631m/z,9.71,347.1631,4690.51105
9.71_364.2131m/z,9.71,364.2131,19.29834254
9.71_415.2490m/z,9.71,415.249,1216.850829
9.72_280.6220m/z,9.72,280.622,205956.5635
9.72_283.1915m/z,9.72,283.1915,1098.41989
9.72_376.2260m/z,9.72,376.226,89789.20718
9.72_436.1816m/z,9.72,436.1816,331.0220994
9.72_434.1845m/z,9.72,434.1845,2435.21547
9.72_444.2134m/z,9.72,444.2134,7653.232044
9.73_397.2229m/z,9.73,397.2229,163.2707182
9.73_431.3167m/z,9.73,431.3167,14621.49448
9.73_657.3316m/z,9.73,657.3316,722.2928177
9.73_297.1706m/z,9.73,297.1706,1049.585635
9.73_333.1709m/z,9.73,333.1709,4430.270718
9.73_453.2317m/z,9.73,453.2317,3199.980663
9.74_324.9468m/z,9.74,324.9468,4974.718232
9.74_445.2961m/z,9.74,445.2961,7651.875691
9.74_299.1653m/z,9.74,299.1653,672.2707182
9.74_454.9045m/z,9.74,454.9045,2930.596685
9.75_269.1760m/z,9.75,269.176,1791.723757
9.75_575.2134m/z,9.75,575.2134,7653.475138
9.75_565.1845m/z,9.75,565.1845,2454.348066
9.75_574.3284m/z,9.75,574.3284,1068.016575
9.75_237.1166m/z,9.75,237.1166,175.461326
9.75_689.2518m/z,9.75,689.2518,234.6298343
9.76_430.2962m/z,9.76,430.2962,1330.240331
9.76_656.3443m/z,9.76,656.3443,6471.718232
9.76_178.9420m/z,9.76,178.942,24236.75691
9.76_281.1236m/z,9.76,281.1236,50611.18232
9.76_347.1148m/z,9.76,347.1148,30.6519337
9.76_350.2470m/z,9.76,350.247,2642.502762
9.76_352.2439m/z,9.76,352.2439,480.5138122
9.76_360.2759m/z,9.76,360.2759,8226.773481
9.76_710.3033m/z,9.76,710.3033,2780.31768
9.77_279.1272m/z,9.77,279.1272,941.9696133
9.77_454.9048m/z,9.77,454.9048,2230.933702
9.77_573.2402m/z,9.77,573.2402,828.7624309
9.77_319.1915m/z,9.77,319.1915,29.65745856
9.78_174.8863m/z,9.78,174.8863,349.038674
9.78_347.1631m/z,9.78,347.1631,1345.59116
9.78_213.1487m/z,9.78,213.1487,901.6381215
9.79_238.9315m/z,9.79,238.9315,3399.002762
9.79_344.1035m/z,9.79,344.1035,142.2790055
9.79_354.1326m/z,9.79,354.1326,267.2900552
9.79_242.1548m/z,9.79,242.1548,1458.607735
9.79_286.1450m/z,9.79,286.145,4360.936464
9.79_179.1068m/z,9.79,179.1068,45996.26519
9.79_227.1648m/z,9.79,227.1648,19645.56906
9.79_392.9343m/z,9.79,392.9343,44510.57735
9.79_427.2161m/z,9.79,427.2161,1178.89779
9.79_563.3227m/z,9.79,563.3227,3985.110497
9.80_213.0664m/z,9.8,213.0664,43998.68508
9.80_493.2810m/z,9.8,493.281,3214.364641
9.80_657.3316m/z,9.8,657.3316,1578.124309
9.81_327.2179m/z,9.81,327.2179,7040.861878
9.81_601.3229m/z,9.81,601.3229,6819.08011
9.81_313.2387m/z,9.81,313.2387,8362.10221
9.82_333.2072m/z,9.82,333.2072,242.9530387
9.82_481.2808m/z,9.82,481.2808,1385.245856
9.82_225.1855m/z,9.82,225.1855,544.9530387
9.83_332.1841m/z,9.83,332.1841,1616.762431
9.83_665.3755m/z,9.83,665.3755,4988.395028
9.84_174.8862m/z,9.84,174.8862,265.5939227
9.84_283.1915m/z,9.84,283.1915,5560.911602
9.84_368.9766m/z,9.84,368.9766,29023.05525
9.84_453.2317m/z,9.84,453.2317,1368.458564
9.84_475.1974m/z,9.84,475.1974,11421.51657
9.84_238.9316m/z,9.84,238.9316,2617.616022
9.84_343.2128m/z,9.84,343.2128,40580.85083
9.84_365.1947m/z,9.84,365.1947,4833.20442
9.84_389.2697m/z,9.84,389.2697,1424.743094
9.84_465.1686m/z,9.84,465.1686,4660.881215
9.84_689.2522m/z,9.84,689.2522,74.70165746
9.85_258.1110m/z,9.85,258.111,71.39226519
9.85_332.1116m/z,9.85,332.1116,738.8480663
9.85_400.0990m/z,9.85,400.099,111.5165746
9.85_424.0588m/z,9.85,424.0588,7627.392265
9.85_269.1761m/z,9.85,269.1761,568.1519337
9.85_379.2493m/z,9.85,379.2493,1984.290055
9.86_551.3229m/z,9.86,551.3229,2744.353591
9.86_657.3316m/z,9.86,657.3316,6908.472376
9.87_169.1223m/z,9.87,169.1223,1672.229282
9.87_324.9467m/z,9.87,324.9467,4995.903315
9.87_412.9667m/z,9.87,412.9667,10458.30663
9.88_194.0815m/z,9.88,194.0815,9390.519337
9.88_238.9315m/z,9.88,238.9315,2543.138122
9.88_376.2261m/z,9.88,376.2261,2629.635359
9.88_397.2232m/z,9.88,397.2232,7712.430939
9.88_237.1161m/z,9.88,237.1161,1702.458564
9.89_160.9757m/z,9.89,160.9757,3748.712707
9.89_473.2758m/z,9.89,473.2758,8638.256906
9.89_485.2579m/z,9.89,485.2579,517.7209945
9.89_193.1226m/z,9.89,193.1226,2470.674033
9.89_328.6639m/z,9.89,328.6639,7463.861878
9.89_658.3596m/z,9.89,658.3596,18594.21823
9.89_154.8975m/z,9.89,154.8975,583.2679558
9.89_249.1131m/z,9.89,249.1131,7642.593923
9.89_261.1106m/z,9.89,261.1106,940.218232
9.89_377.2100m/z,9.89,377.21,3280.776243
9.90_241.1806m/z,9.9,241.1806,17332.77624
9.90_225.1854m/z,9.9,225.1854,1794.262431
9.91_298.0700m/z,9.91,298.07,4782.342541
9.91_328.1621m/z,9.91,328.1621,40715.76519
9.91_533.3332m/z,9.91,533.3332,1939.975138
9.92_127.0136m/z,9.92,127.0136,386
9.92_331.1916m/z,9.92,331.1916,151.2762431
9.92_364.2262m/z,9.92,364.2262,6625.127072
9.92_465.1686m/z,9.92,465.1686,5419.632597
9.93_242.1766m/z,9.93,242.1766,2588.11326
9.93_295.1915m/z,9.93,295.1915,2681.68232
9.93_328.2317m/z,9.93,328.2317,4517.008287
9.93_429.1923m/z,9.93,429.1923,222.5082873
9.93_452.1744m/z,9.93,452.1744,185.8508287
9.93_475.1975m/z,9.93,475.1975,9093.281768
9.93_461.2088m/z,9.93,461.2088,172.7651934
9.94_160.9757m/z,9.94,160.9757,3495.455801
9.94_295.1551m/z,9.94,295.1551,3019.024862
9.94_657.3316m/z,9.94,657.3316,7143.569061
9.95_157.1222m/z,9.95,157.1222,8459.624309
9.95_214.0805m/z,9.95,214.0805,372.140884
9.95_225.1103m/z,9.95,225.1103,2858.30663
9.95_402.0364m/z,9.95,402.0364,396.4558011
9.95_215.1647m/z,9.95,215.1647,672.480663
9.95_231.0214m/z,9.95,231.0214,69301.02486
9.95_233.0185m/z,9.95,233.0185,22145.92265
9.95_287.0814m/z,9.95,287.0814,8964.533149
9.95_297.1167m/z,9.95,297.1167,4038.732044
9.95_375.0174m/z,9.95,375.0174,2046.861878
9.95_453.0338m/z,9.95,453.0338,630.640884
9.96_317.0587m/z,9.96,317.0587,27263.24586
9.96_385.0462m/z,9.96,385.0462,9203.005525
9.96_238.9314m/z,9.96,238.9314,2104.422652
9.97_549.3070m/z,9.97,549.307,1697.588398
9.98_315.1967m/z,9.98,315.1967,15.93093923
9.98_350.2470m/z,9.98,350.247,3907.734807
9.98_352.2439m/z,9.98,352.2439,771.3977901
9.98_160.9757m/z,9.98,160.9757,4938.149171
9.98_360.2758m/z,9.98,360.2758,11262.25691
9.98_752.2436m/z,9.98,752.2436,4051.596685
9.98_154.9463m/z,9.98,154.9463,466.5856354
9.98_238.9315m/z,9.98,238.9315,1417.096685
9.98_280.9777m/z,9.98,280.9777,569.1629834
9.98_282.9748m/z,9.98,282.9748,378.4585635
9.99_127.0138m/z,9.99,127.0138,379.7209945
9.99_329.2336m/z,9.99,329.2336,6337.533149
9.99_445.1998m/z,9.99,445.1998,535.2430939
9.99_237.1162m/z,9.99,237.1162,780.2928177
9.99_421.1555m/z,9.99,421.1555,49326.55801
9.99_431.1841m/z,9.99,431.1841,52918.3453
9.99_448.1744m/z,9.99,448.1744,3178.502762
10.00_398.9368m/z,10,398.9368,34252.50276
10.00_643.3100m/z,10,643.31,15200.83149
10.01_211.1698m/z,10.01,211.1698,2895.01105
10.01_426.2651m/z,10.01,426.2651,1503.262431
10.01_621.3280m/z,10.01,621.328,126435.2486
10.01_283.1089m/z,10.01,283.1089,22716.70166
10.01_287.2228m/z,10.01,287.2228,4404.842541
10.01_581.2405m/z,10.01,581.2405,24267.17403
10.01_583.2562m/z,10.01,583.2562,118814.3315
10.01_605.2382m/z,10.01,605.2382,13616.20166
10.02_128.0340m/z,10.02,128.034,378.5939227
10.02_253.1345m/z,10.02,253.1345,3244.502762
10.02_658.3593m/z,10.02,658.3593,556.9640884
10.02_253.1807m/z,10.02,253.1807,2858.980663
10.02_361.1610m/z,10.02,361.161,1768.099448
10.02_483.2963m/z,10.02,483.2963,3122.560773
10.03_271.1916m/z,10.03,271.1916,220338.1215
10.03_293.1736m/z,10.03,293.1736,28793.12155
10.03_351.1322m/z,10.03,351.1322,1203.138122
10.04_395.1863m/z,10.04,395.1863,803.7928177
10.04_417.1684m/z,10.04,417.1684,75.80939227
10.04_169.1223m/z,10.04,169.1223,4344.240331
10.04_237.1106m/z,10.04,237.1106,2576.582873
10.04_299.0811m/z,10.04,299.0811,1632.69337
10.05_238.9314m/z,10.05,238.9314,1424.574586
10.05_242.0820m/z,10.05,242.082,1239.61326
10.05_312.0799m/z,10.05,312.0799,183.2071823
10.05_314.0770m/z,10.05,314.077,32.97790055
10.05_347.0436m/z,10.05,347.0436,4188.80663
10.05_475.1976m/z,10.05,475.1976,1528.331492
10.05_324.9467m/z,10.05,324.9467,7786.008287
10.06_285.2070m/z,10.06,285.207,1485.240331
10.06_417.2646m/z,10.06,417.2646,1017.027624
10.06_465.1685m/z,10.06,465.1685,873.2320442
10.06_669.2767m/z,10.06,669.2767,40338.20166
10.06_411.2026m/z,10.06,411.2026,23959.31492
10.06_455.2476m/z,10.06,455.2476,112046.7017
10.07_171.1380m/z,10.07,171.138,8450.900552
10.07_247.1701m/z,10.07,247.1701,372.5524862
10.07_449.1739m/z,10.07,449.1739,120407.1823
10.07_459.2028m/z,10.07,459.2028,280153.1133
10.07_473.2182m/z,10.07,473.2182,12433.91713
10.07_389.2699m/z,10.07,389.2699,2645.149171
10.07_673.2563m/z,10.07,673.2563,184.621547
10.08_213.1488m/z,10.08,213.1488,707.0635359
10.08_241.1806m/z,10.08,241.1806,7247.726519
10.08_127.0136m/z,10.08,127.0136,389.4640884
10.08_242.1837m/z,10.08,242.1837,240.6022099
10.08_283.1916m/z,10.08,283.1916,24262.83149
10.08_495.2789m/z,10.08,495.2789,1142.732044
10.08_517.1139m/z,10.08,517.1139,9603.864641
10.08_249.1494m/z,10.08,249.1494,5198.859116
10.09_100.9322m/z,10.09,100.9322,2359.030387
10.09_399.2286m/z,10.09,399.2286,802.8922652
10.09_533.1980m/z,10.09,533.198,394.2154696
10.09_651.3750m/z,10.09,651.375,591.5248619
10.09_357.1834m/z,10.09,357.1834,300.480663
10.09_397.2233m/z,10.09,397.2233,46213.51657
10.09_455.1822m/z,10.09,455.1822,900.140884
10.10_465.2107m/z,10.1,465.2107,4472.063536
10.10_332.9454m/z,10.1,332.9454,1553.986188
10.11_238.9315m/z,10.11,238.9315,3324.38674
10.11_249.1859m/z,10.11,249.1859,648.0635359
10.11_392.9342m/z,10.11,392.9342,12705.11326
10.11_557.2454m/z,10.11,557.2454,1081.809392
10.12_235.1700m/z,10.12,235.17,28193.66851
10.12_454.9048m/z,10.12,454.9048,2038.314917
10.12_495.2788m/z,10.12,495.2788,1444.582873
10.12_570.2407m/z,10.12,570.2407,75.87845304
10.13_329.1695m/z,10.13,329.1695,4526.389503
10.13_347.0437m/z,10.13,347.0437,6371.116022
10.13_317.2121m/z,10.13,317.2121,89.19337017
10.14_160.9757m/z,10.14,160.9757,12817.10773
10.14_266.1033m/z,10.14,266.1033,2604.853591
10.14_311.1861m/z,10.14,311.1861,1065.066298
10.14_481.2808m/z,10.14,481.2808,308.6961326
10.15_453.9713m/z,10.15,453.9713,1605.417127
10.15_213.1489m/z,10.15,213.1489,4952.127072
10.15_283.1916m/z,10.15,283.1916,9900.024862
10.15_295.1915m/z,10.15,295.1915,11155.72099
10.15_383.9872m/z,10.15,383.9872,76880.32873
10.15_385.9841m/z,10.15,385.9841,60841.3232
10.15_441.9455m/z,10.15,441.9455,444.1961326
10.15_443.9424m/z,10.15,443.9424,618.4309392
10.15_451.9745m/z,10.15,451.9745,2605.292818
10.15_468.9643m/z,10.15,468.9643,256.5276243
10.16_238.9314m/z,10.16,238.9314,3385.698895
10.16_454.9048m/z,10.16,454.9048,1704.825967
10.16_327.2179m/z,10.16,327.2179,19317.69061
10.17_298.0699m/z,10.17,298.0699,5123.375691
10.17_357.1831m/z,10.17,357.1831,1851.90884
10.17_471.3115m/z,10.17,471.3115,53.96685083
10.17_289.0871m/z,10.17,289.0871,3436.917127
10.17_340.0008m/z,10.17,340.0008,607.281768
10.17_441.1920m/z,10.17,441.192,3965.11326
10.18_457.3324m/z,10.18,457.3324,596.801105
10.18_482.2947m/z,10.18,482.2947,2753.770718
10.18_127.0138m/z,10.18,127.0138,372.8812155
10.18_249.1858m/z,10.18,249.1858,5367.566298
10.18_299.2230m/z,10.18,299.223,1620.441989
10.18_324.9468m/z,10.18,324.9468,8702.361878
10.18_495.2788m/z,10.18,495.2788,3823.502762
10.19_178.9420m/z,10.19,178.942,21239.27901
10.19_297.1166m/z,10.19,297.1166,13700.11878
10.19_329.2335m/z,10.19,329.2335,8468.718232
10.19_331.1916m/z,10.19,331.1916,883.4033149
10.20_287.2229m/z,10.2,287.2229,1493.425414
10.20_325.2014m/z,10.2,325.2014,779.9171271
10.20_329.2126m/z,10.2,329.2126,5470.914365
10.20_313.2386m/z,10.2,313.2386,7022.201657
10.20_347.2230m/z,10.2,347.223,5796.726519
10.20_319.1915m/z,10.2,319.1915,3064.577348
10.21_238.9314m/z,10.21,238.9314,2629.773481
10.21_329.1699m/z,10.21,329.1699,1038.911602
10.21_389.2699m/z,10.21,389.2699,1344.48895
10.21_435.2751m/z,10.21,435.2751,260.621547
10.22_241.1806m/z,10.22,241.1806,7648.814917
10.22_242.1779m/z,10.22,242.1779,113.5276243
10.22_329.6718m/z,10.22,329.6718,191.160221
10.22_454.9054m/z,10.22,454.9054,2005.403315
10.23_142.9950m/z,10.23,142.995,2497.422652
10.23_242.1837m/z,10.23,242.1837,183.0165746
10.23_477.0729m/z,10.23,477.0729,217.0303867
10.23_313.1812m/z,10.23,313.1812,1340.994475
10.23_315.1815m/z,10.23,315.1815,396.1629834
10.23_417.0843m/z,10.23,417.0843,358.5607735
10.24_165.0546m/z,10.24,165.0546,1707.734807
10.24_631.1810m/z,10.24,631.181,385.2375691
10.24_293.1396m/z,10.24,293.1396,171.8480663
10.24_357.1832m/z,10.24,357.1832,4373.986188
10.24_361.2021m/z,10.24,361.2021,572.5939227
10.24_413.1973m/z,10.24,413.1973,1821.754144
10.24_791.3071m/z,10.24,791.3071,273.3342541
10.25_238.9314m/z,10.25,238.9314,1397.685083
10.25_283.1916m/z,10.25,283.1916,3166.356354
10.25_306.9195m/z,10.25,306.9195,1443.729282
10.25_473.2183m/z,10.25,473.2183,2654.745856
10.25_537.3975m/z,10.25,537.3975,204.5524862
10.25_563.1932m/z,10.25,563.1932,2159.933702
10.25_569.2101m/z,10.25,569.2101,2016.812155
10.25_607.3483m/z,10.25,607.3483,3659.39779
10.25_737.3336m/z,10.25,737.3336,228.0718232
10.25_781.2777m/z,10.25,781.2777,137.3701657
10.25_287.1263m/z,10.25,287.1263,1712.519337
10.25_290.1009m/z,10.25,290.1009,2599.174033
10.25_349.0970m/z,10.25,349.097,2583.455801
10.25_436.2448m/z,10.25,436.2448,72.94751381
10.25_449.1739m/z,10.25,449.1739,66171.93923
10.25_459.2027m/z,10.25,459.2027,89648.47238
10.25_467.0442m/z,10.25,467.0442,609.2044199
10.25_485.1773m/z,10.25,485.1773,1360.287293
10.25_491.1944m/z,10.25,491.1944,2767.331492
10.25_495.2062m/z,10.25,495.2062,7928.28453
10.25_501.2234m/z,10.25,501.2234,10534.66298
10.25_509.2214m/z,10.25,509.2214,1096.027624
10.25_515.2384m/z,10.25,515.2384,652.4447514
10.25_619.3273m/z,10.25,619.3273,2303.364641
10.25_655.3309m/z,10.25,655.3309,6983.345304
10.26_207.1292m/z,10.26,207.1292,147.5469613
10.26_215.1646m/z,10.26,215.1646,21847.16022
10.26_335.0815m/z,10.26,335.0815,9016.552486
10.26_341.0983m/z,10.26,341.0983,4582.629834
10.26_391.2856m/z,10.26,391.2856,573.3453039
10.26_395.0369m/z,10.26,395.0369,227.0552486
10.26_399.0569m/z,10.26,399.0569,1160.395028
10.26_401.0540m/z,10.26,401.054,249.1767956
10.26_403.0688m/z,10.26,403.0688,4246.209945
10.26_409.0857m/z,10.26,409.0857,3287.381215
10.26_639.3540m/z,10.26,639.354,42.14640884
10.26_673.3042m/z,10.26,673.3042,129.4447514
10.26_127.0138m/z,10.26,127.0138,369.1850829
